"Mescalero Apache Tribe,Mesilla Valley Hospital,HEALTHCARE,,"
"Mesilla Valley Hospital,Mesita Juana Lopez Land Grant and other Land Grant,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Mesita Juana Lopez Land Grant and other Land Grant,Microsoft Corporation,INFORMATION TECHNOLOGY,,"
"Microsoft Corporation,Mid Region Council of Governments,CITY & COUNTY GOVERNMENT,,"
"Mid Region Council of Governments,Middle College High School,EDUCATION,,"
"Middle College High School,Middle Rio Grande Conservancy District,WATER RESOURCES,,"
"Middle Rio Grande Conservancy District,Midwest Finance,BANKING & FINANCE,,"
"Midwest Finance,Military Order of the Purple Heart,MILITARY  & VETERANS,,"
"Military Order of the Purple Heart,""Mineris Vitae, LLC"",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Mineris Vitae, LLC,Minerva,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Minerva,Molina HEALTHCARE,HEALTHCARE,,"
"Molina Healthcare,Molina HEALTHCARE,HEALTHCARE,,"
"Molina Healthcare Inc.,Molina HEALTHCARE,HEALTHCARE,,"
"Molina Healthcare of New Mexico,""Montgomery & Andrews, P.A."",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Montgomery & Andrews, P.A.,Moongate Water Company,WATER RESOURCES,,"
"Moongate Water Company,Mora County Economic Development Corporation ,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Mora County Economic Development Corporation ,Mora Independent Schools,EDUCATION,,"
"Mora Independent Schools,Mothers Against Drunk Drivers,TRANSPORTATION,,"
"Mothers Against Drunk Drivers,Motion Picture Association of America,FILM,,"
"Motion Picture Association of America,Motion Picture Association of America,FILM,,"
"Motion Piecture Association of New Mexico,Motiva Corporation,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Motiva Corporation,Motor Vehicle Protection Product Associtation,TRANSPORTATION,,"
"Motor Vehicle Protection Product Associtation,""Motorola Solutions, Inc."",TELECOM,,"
"Motorola Solutions, Inc.,Mountain Bus Company Inc.,TRANSPORTATION,,"
"Mountain Bus Company Inc.,Mountain Mohogany Community School,EDUCATION,,"
"Mountain Mohogany Community School,Mountain States Insurance Group,INSURANCE,,"
"Mountain States Insurance Group,Motion Picture Association of America,FILM,,"
"MPAA,""Muffoletto Government Relations, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Muffoletto Government Relations, LLC,Multicultural Alliance for a Safe Environment,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Multicultural Alliance for a Safe Environment,Museum of Natural Museum Foundation,ARTS & CULTURE,,"
"Museum of Natural Museum Foundation,Museum of New Mexico,ARTS & CULTURE,,"
"Museum of New Mexico,Museum of New Mexico - The Foundation ,ARTS & CULTURE,,"
"Museum of New Mexico - The Foundation ,Mylan Inc.,HEALTHCARE,,"
"Mylan Inc.,Mystic Eye Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Mystic Eye Consulting,NACA Inspired Schools Network,EDUCATION,,"
"NACA Inspired Schools Network,NAIOP: The Commercial Real Estate Dev. Assoc.,REAL ESTATE & CONSTRUCTION,,"
"NAIOP: The Commercial Real Estate Dev. Assoc.,Nambe Pueblo Development Corporation,HEALTHCARE,,"
"Nambe Pueblo Development Corporation,NAMI New Mexico,HEALTHCARE,,"
"NAMI New Mexico,National Alliance for Mentally Ill New Mexico,HEALTHCARE,,"
"National Alliance for Mentally Ill New Mexico,National Alliance of Public Charter Schools,EDUCATION,,"
"National Alliance of Public Charter Schools,National Alliance on Mental Illness,HEALTHCARE,,"
"National Alliance on Mental Illness,National Alliance on Mental Illness New Mexico,HEALTHCARE,,"
"National Alliance on Mental Illness New Mexico,National Assn. of Theatre Owners,ARTS & CULTURE,,"
"National Assn. of Theatre Owners,""National Assoc. of Insurance & Financial Advisors, NM Chapter"",INSURANCE,,"
"National Assoc. of Insurance & Financial Advisors, NM Chapter,National Association of Mutual Insurance Companies,INSURANCE,,"
"National Association of Mutual Insurance Companies,National Association of Public Insurance Adjusters,INSURANCE,,"
"National Association of Public Insurance Adjusters,National Association of Social Workers ,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"National Association of Social Workers ,National Association of Surety Bond Producers,INSURANCE,,"
"National Association of Surety Bond Producers,National Association of Women Business Owners,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"National Association of Women Business Owners,National Atomic Museum Foundation,ARTS & CULTURE,,"
"National Atomic Museum Foundation,National Biodiesel Board,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"National Biodiesel Board,National Board of Professional Teaching Standards,EDUCATION,,"
"National Board of Professional Teaching Standards,National Commission on Certification of Physician Assistants,HEALTHCARE,,"
"National Commission on Certification of Physician Assistants,National Community Pharmacists Association ,HEALTHCARE,,"
"National Community Pharmacists Association ,National Dance Institute of New Mexico,ARTS & CULTURE,,"
"National Dance Institute ,National Dance Institute of New Mexico,ARTS & CULTURE,,"
"National Dance Institute of New Mexico,National Dist. Co.,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"National Dist. Co.,National Education Association New Mexico,EDUCATION,,"
"National Education Association New Mexico,National Education Association NM,EDUCATION,,"
"National Education Association NM,National Electrical Contractors of Central NM ,REAL ESTATE & CONSTRUCTION,,"
"National Electrical Contractors of Central NM ,National Federation of Independent Business,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"National Federation of Independent Business,National Hispanic Cultural Center,ARTS & CULTURE,,"
"National Hispanic Cultural Center,National Latino Behavioral HEALTHCARE Association,HEALTHCARE,,"
"National Latino Behavioral Health Association,National Multiple Sclerosis Society,HEALTHCARE,,"
"National Multiple Sclerosis Society,National Popular Vote,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"National Popular Vote,National Restaurant Association,""RESTAURANT, FOOD & BEVERAGE "",,"
"National Restaurant Association,National Rifle Association of America ,""FIREARMS, GUNS & AMMUNITION"",,"
"National Rifle Association of America ,National Shooting Sports Foundation,""FIREARMS, GUNS & AMMUNITION"",,"
"National Shooting Sports Foundation,National Trust for Historic Preservation,ARTS & CULTURE,,"
"National Trust for Historic Preservation,National Union of Hospital & HEALTHCARE Employees ,HEALTHCARE,,"
"National Union of Hospital & Healthcare Employees ,National Utility Contractors Association of NM ,REAL ESTATE & CONSTRUCTION,,"
"National Utility Contractors Association of NM ,Native American Voters Alliance,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Native American Voters Alliance,""Native Grown, LLC "",RANCHING & AGRICULTURE,,"
"Native Grown, LLC ,Native Trading Associates,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Native Trading Associates,Native Women Lead,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Native Women Lead,Natural Resources Defense Council,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Natural Resources Defense Council,Natural Rx,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Natural Rx,NAVA Education Project,EDUCATION,,"
"NAVA Education Project,Navajo Nation ,TRIBAL GOVERNMENT,,"
"Navajo Nation ,Navajo Nation Council,TRIBAL GOVERNMENT,,"
"Navajo Nation Council,Navajo Nation Gaming Enterprise,CASINO & GAMING,,"
"Navajo Nation Gaming Enterprise,Navajo Nation Gaming Enterprise (NNGE),CASINO & GAMING,,"
"Navajo Nation Gaming Enterprise (NNGE),Navajo Nation Office of the President and Vice President,TRIBAL GOVERNMENT,,"
"Navajo Nation Office of the President and Vice President,Navajo Preparatory School,EDUCATION,,"
"Navajo Preparatory School,Navajo Refining Company,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Navajo Refining Company,Navajo Technical University,EDUCATION,,"
"Navajo Technical University,Navajo Technical Univesity,EDUCATION,,"
"Navajo Technical Univesity,""Netlogx, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Netlogx, LLC,New Energy Economy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Energy Economy,New Meixco Aids Services,HEALTHCARE,,"
"New Meixco Aids Services,New Meridian Corporation,EDUCATION,,"
"New Meridian Corporation,New Mexicans for Comprehensive Energy Solutions,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Mexicans for Comprehensive Energy Solutions,New Mexicans for Gun Safety,""FIREARMS, GUNS & AMMUNITION"",,"
"New Mexicans for Gun Safety,New Mexicans for Money Out of Politics,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexicans for Money Out of Politics,New Mexicans for Safer Communities,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexicans for Safer Communities,New Mexicans to Prevent Gun Violence,""FIREARMS, GUNS & AMMUNITION"",,"
"New Mexicans to Prevent Gun Violence,New Mexico  Association of Community Colleges,EDUCATION,,"
"New Mexico  Association of Community Colleges,New Mexico Academy of Opthalmology,HEALTHCARE,,"
"New Mexico Academy of Opthalmology,New Mexico Academy of Physician Assistants,HEALTHCARE,,"
"New Mexico Academy of Physician Assistants,New Mexico Acequia Association,WATER RESOURCES,,"
"New Mexico Acequia Association,New Mexico Advisory Council on Arts Education,ARTS & CULTURE,,"
"New Mexico Advisory Council on Arts Education,New Mexico Aerospace Association,TRANSPORTATION,,"
"New Mexico Aerospace Association,New Mexico AIDS Services,HEALTHCARE,,"
"New Mexico AIDS Services,New Mexico Alcohol Alliance,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Alcohol Alliance,New Mexico Alcohol Beverage Wholesalers Assoc. ,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Alcohol Beverage Wholesalers Assoc. ,New Mexico Alliance for Life,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Alliance for Life,New Mexico Alliance for School-Based HEALTHCARE,HEALTHCARE,,"
"New Mexico Alliance for School-Based Health,New Mexico Alliance of Boys & Girls Clubs,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Alliance of Boys & Girls Clubs,New Mexico American Water Company,WATER RESOURCES,,"
"New Mexico American Water Company,New Mexico Angels,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Angels,New Mexico Appleseed,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Appleseed,New Mexico Appraisers Coalition,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Appraisers Coalition,New Mexico Assoc of RANCHING & AGRICULTURE Education Teachers,RANCHING & AGRICULTURE,,"
"New Mexico Assoc of Agriculture Education Teachers,New Mexico Assoc. of Food Banks,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Assoc. of Food Banks,New Mexico Association Commerce & Industry,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Association Commerce & Industry,New Mexico Association for the Education of Young Children,EDUCATION,,"
"New Mexico Association for the Education of Young Children,New Mexico Association Nurses Anesthetists,HEALTHCARE,,"
"New Mexico Association Nurses Anesthetists,New Mexico Association of Community Colleges,EDUCATION,,"
"New Mexico Association of Community Colleges,New Mexico Association of Conservation Districts ,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Association of Conservation Districts ,New Mexico Association of Educational Retirees,EDUCATION,,"
"New Mexico Association of Educational Retirees,New Mexico Association of Educational Retirees ,EDUCATION,,"
"New Mexico Association of Educational Retirees ,New Mexico Association of Mortgage Professionals,BANKING & FINANCE,,"
"New Mexico Association of Mortgage Professionals,New Mexico Association of Naturopathic Physicians,HEALTHCARE,,"
"New Mexico Association of Naturopathic Physicians,New Mexico Association of New Public Schools,EDUCATION,,"
"New Mexico Association of New Public Schools,New Mexico Association of Non-Public Schools,EDUCATION,,"
"New Mexico Association of Nonpublic Schools,New Mexico Association of Non-Public Schools,EDUCATION,,"
"New Mexico Association of Non-Public Schools,New Mexico Association of Physical Therapy,HEALTHCARE,,"
"New Mexico Association of Physical Therapy,New Mexico Association of Physicians Assistants,HEALTHCARE,,"
"New Mexico Association of Physicians Assistants,New Mexico Association of REALTORS,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Association of REALTORS,New Mexico Association of REALTORS,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Association of REALTORS ,New Mexico Association of Resource Development Councils,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Association of Resource Development Councils,New Mexico Association of Retirees,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Association of Retirees,New Mexico Association of Soil and Water Districts,WATER RESOURCES,,"
"New Mexico Association of Soil and Water Districts,New Mexico Association on Law & Poverty ,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Association on Law & Poverty ,New Mexico Athletic Trainers Association ,HEALTHCARE,,"
"New Mexico Athletic Trainers Association ,New Mexico Autism Society,HEALTHCARE,,"
"New Mexico Autism Society,New Mexico Automotive Dealers Association,TRANSPORTATION,,"
"New Mexico Automotive Dealers Association,New Mexico Bankers Association,BANKING & FINANCE,,"
"New Mexico Bankers Association,New Mexico Bankers Association,BANKING & FINANCE,,"
"New Mexico Bankers Association ,New Mexico Beverage Association,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Beverage Association,New Mexico BioPark Society,ARTS & CULTURE,,"
"New Mexico BioPark Society,New Mexico Blue Cross/Blue Shield,INSURANCE,,"
"New Mexico Blue Cross/Blue Shield,New Mexico Brewer's Guild,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Brewers Guild,New Mexico Brewer's Guild,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Brewer's Guild,New Mexico Broadcasters Association,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"New Mexico Broadcasters Association,New Mexico Building Coalition,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Building Coalition,New Mexico Building Education Foundation,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Building Education Foundation,New Mexico Building Trades Council,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Building Trades Council,New Mexico Business Coalition,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Business Coalition,New Mexico Business Roundtable ,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Business Roundtable ,New Mexico Cancer Alliance,HEALTHCARE,,"
"New Mexico Cancer Alliance,New Mexico Cancer Center,HEALTHCARE,,"
"New Mexico Cancer Center,New Mexico Cannabis Alliance,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Cannabis Alliance,New Mexico Cannabis Chamber of Commerce,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Cannabis Chamber of Commerce,New Mexico Caregivers Coalition,HEALTHCARE,,"
"New Mexico Caregivers Coalition,New Mexico Cattle Growers' Association ,RANCHING & AGRICULTURE,,"
"New Mexico Cattle Growers' Association ,New Mexico Center for School Leadership,EDUCATION,,"
"New Mexico Center for School Leadership,New Mexico Center on Law and Poverty,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Center on Law & Poverty,New Mexico Center on Law and Poverty,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Center on Law and Poverty,New Mexico Certified Automotive Recyclers Assoc.,TRANSPORTATION,,"
"New Mexico Certified Automotive Recyclers Assoc.,New Mexico Chapter Academy of Family Physicians,HEALTHCARE,,"
"New Mexico Chapter Academy of Family Physicians,""New Mexico Chapter, National Electrical Contractor"",LABOR & WORKFORCE,,"
"New Mexico Chapter, National Electrical Contractor,New Mexico Child Care Educational Association,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Child Care Educational Association,New Mexico Child First Network,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Child First Network,New Mexico Children's Alliance,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Children's Alliance,New Mexico Chile Association,RANCHING & AGRICULTURE,,"
"New Mexico Chile Association,New Mexico Chiropractic Association,HEALTHCARE,,"
"New Mexico Chiropractic Association,New Mexico Coalition Against Domestic Violence,LAW ENFORCEMENT & CRIME,,"
"New Mexico Coalition Against Domestic Violence,New Mexico Coalition for Charter Schools,EDUCATION,,"
"New Mexico Coalition for Charter Schools,New Mexico Coalition of Conservation Districts,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Coalition of Conservation Districts,New Mexico Coalition of Educational Leaders,EDUCATION,,"
"New Mexico Coalition of Educational Leaders,New Mexico Coalition of Main Street Communities,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Coalition of Main Street Communities,New Mexico Coalition of School Administrators,EDUCATION,,"
"New Mexico Coalition of School Administrators,New Mexico Coalition of Sexual Assault Programs,LAW ENFORCEMENT & CRIME,,"
"New Mexico Coalition of Sexual Assault Programs,New Mexico Coalition to End Homelessness,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Coalition to End Homelessness,New Mexico Collectors Association,""FIREARMS, GUNS & AMMUNITION"",,"
"New Mexico Collectors Association,New Mexico Committee for Responsible Energy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Mexico Committee for Responsible Energy,New Mexico Conference of Catholic Bishops,RELIGIOUS ORGANIZATIONS,,"
"New Mexico Conference of Catholic Bishops,New Mexico Conference of Catholic Bishops,RELIGIOUS ORGANIZATIONS,,"
"New Mexico Conference on Catholic Bishops,New Mexico Conservation Officers Association,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Conservation Officers Association,New Mexico Copper Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"New Mexico Copper Corporation,NM Council of Outfitters and Guides,TOURISM,,"
"New Mexico Council Of Outfitters and Guides, Inc.,New Mexico Council of University Presidents,EDUCATION,,"
"New Mexico Council of University Presidents,New Mexico Council on Crime & Delinquency,LAW ENFORCEMENT & CRIME,,"
"New Mexico Council on Crime & Delinquency,New Mexico Counties ,CITY & COUNTY GOVERNMENT,,"
"New Mexico Counties ,New Mexico County Clerk's Affiliate,CITY & COUNTY GOVERNMENT,,"
"New Mexico County Clerk's Affiliate,New Mexico Criminal Defense Lawyers Association,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"New Mexico Criminal Defense Lawyers Association,New Mexico Dental Association,HEALTHCARE,,"
"New Mexico Dental Association,New Mexico Dental Hygienists Assoc.,HEALTHCARE,,"
"New Mexico Dental Hygienists Assoc.,New Mexico Dental Therapy Coalition/HEALTHCARE Action New Mexico,HEALTHCARE,,"
"New Mexico Dental Therapy Coalition/Health Action New Mexico,New Mexico Department of RANCHING & AGRICULTURE,RANCHING & AGRICULTURE,,"
"New Mexico Department of Agriculture,New Mexico Direct Caregivers Coalition,HEALTHCARE,,"
"New Mexico Direct Caregivers Coalition,New Mexico Distillers Guild,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"New Mexico Distillers Guild,New Mexico Economic Equilibrium,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Economic Equilibrium,New Mexico Educational Assistance Foundation,EDUCATION,,"
"New Mexico Educational Assistance Foundation,""New Mexico Energy, Minerals and Natural Resources "",""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Energy, Minerals and Natural Resources ,New Mexico Entertainment and Digital Industry Asso,FILM,,"
"New Mexico Entertainment and Digital Industry Asso,New Mexico Environmental Law Center,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Environmental Law Center,New Mexico Exchange Carrier Group,TELECOM,,"
"New Mexico Exchange Carrier Group,New Mexico Fail First Awareness Coalition,HEALTHCARE,,"
"New Mexico Fail First Awareness Coalition,New Mexico Farm and Livestock Bureau,RANCHING & AGRICULTURE,,"
"New Mexico Farm & Livestock Bureau,New Mexico Farm and Livestock Bureau,RANCHING & AGRICULTURE,,"
"New Mexico Farm and Livestock Bureau,New Mexico Federal Lands Council,RANCHING & AGRICULTURE,,"
"New Mexico Federal Lands Council,""New Mexico Federation of Labor, AFL-CIO"",LABOR & WORKFORCE,,"
"New Mexico Federation of Labor, AFL-CIO,New Mexico Finance Authority,BANKING & FINANCE,,"
"New Mexico Finance Authority,""New Mexico Financial Services Association, Inc."",BANKING & FINANCE,,"
"New Mexico Financial Services Association, Inc.,New Mexico First,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico First,New Mexico First,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico First ,New Mexico Forest Industry Association,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Forest Industry Association,New Mexico Foundation for Open Government,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Foundation for Open Government,New Mexico Funeral Directors Coalition,OTHER,,"
"New Mexico Funeral Directors Coalition,New Mexico Gaming Control Board,CASINO & GAMING,,"
"New Mexico Gaming Control Board,""New Mexico Gaming, LLC. "",CASINO & GAMING,,"
"New Mexico Gaming, LLC. ,New Mexico Gas Company,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"New Mexico Gas Company,New Mexico Golf Tourism Alliance ,TOURISM,,"
"New Mexico Golf Tourism Alliance ,New Mexico Government Affairs ,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"New Mexico Government Affairs ,New Mexico Grain & Feed Association ,RANCHING & AGRICULTURE,,"
"New Mexico Grain & Feed Assoc.,New Mexico Grain & Feed Association ,RANCHING & AGRICULTURE,,"
"New Mexico Grain & Feed Association ,New Mexico Green Chamber of Commerce,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Green Chamber of Commerce,New Mexico Grocers Association,""RESTAURANT, FOOD & BEVERAGE "",,"
"New Mexico Grocers Association,New Mexico Ground Water Association,WATER RESOURCES,,"
"New Mexico Ground Water Association,New Mexico Habitat Conservation Initiative,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Habitat Conservation Initiative,New Mexico HEALTHCARE Care Association,HEALTHCARE,,"
"New Mexico Health Care Association,New Mexico Health Insurance Exchange,INSURANCE,,"
"New Mexico Health Insurance Exchange,New Mexico HEALTHCARE Association,HEALTHCARE,,"
"New Mexico Healthcare Association,New Mexico Highlands University,EDUCATION,,"
"New Mexico Highlands University,New Mexico Home Builders Association,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Home Builders Association,New Mexico Horse Breeders Association,CASINO & GAMING,,"
"New Mexico Horse Breeders Association,New Mexico Horse Breeders Association,CASINO & GAMING,,"
"New Mexico Horse Breeders' Association,New Mexico Horsemen's Association,CASINO & GAMING,,"
"New Mexico Horsemen's Association,New Mexico Hospital Association 1,HEALTHCARE,,"
"New Mexico Hospital Association 1,New Mexico Hospital Equipment Loan Council,HEALTHCARE,,"
"New Mexico Hospital Equipment Loan Council,New Mexico Hospitality Association,TOURISM,,"
"New Mexico Hospitality Association,New Mexico Hospitality Retail Association,TOURISM,,"
"New Mexico Hospitality Retail Association,New Mexico Idea ,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"New Mexico Idea ,New Mexico Independent Automobile Dealers Assoc.,TRANSPORTATION,,"
"New Mexico Independent Automobile Dealers Assoc.,New Mexico Independent Community Colleges,EDUCATION,,"
"New Mexico Independent Community Colleges,New Mexico Independent Finance Association,BANKING & FINANCE,,"
"New Mexico Independent Finance Association,New Mexico Independent Power Producers,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Mexico Independent Power Producers,New Mexico Indian Gaming Association,CASINO & GAMING,,"
"New Mexico Indian Gaming Association,New Mexico Industrial Energy Consumers,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Mexico Industrial Energy Consumers,New Mexico Institute of Mining & Technology,EDUCATION,,"
"New Mexico Institute of Mining & Technology,""New Mexico Interactive, LLC 1"",INFORMATION TECHNOLOGY,,"
"New Mexico Interactive, LLC 1,New Mexico Interfaith Power and Light,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"New Mexico Interfaith Power and Light,New Mexico Junior College District,EDUCATION,,"
"New Mexico Junior College District,New Mexico Kids Can,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"New Mexico Kids Can,New Mexico Land Title Association,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Land Title Association,New Mexico Landlord Tenant Home,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Landlord Tenant Home,New Mexico Legal Aid,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"New Mexico Legal Aid,New Mexico Legislative Sportsmen's Foundation,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"New Mexico Legislative Sportsmen's Foundation,New Mexico Library Association,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"New Mexico Library Association,New Mexico Lodging Association,TOURISM,,"
"New Mexico Lodging Association,New Mexico Lottery Authority 1,CASINO & GAMING,,"
"New Mexico Lottery Authority 1,New Mexico Manufactured Housing Association,REAL ESTATE & CONSTRUCTION,,"
"New Mexico Manufactured Housing Association,New Mexico Medical Insurance Pool,INSURANCE,,"
"New Mexico Medical Insurance Pool,New Mexico Medical Review Association,HEALTHCARE,,"
"New Mexico Medical Review Association,New Mexico Medical Society,HEALTHCARE,,"
"New Mexico Medical Society,New Mexico Midwives Association,HEALTHCARE,,"
"New Mexico Midwives Association,New Mexico Military Institute,EDUCATION,,"
"New Mexico Military Institute,New Mexico Mining Association,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"New Mexico Mining Association,New Mexico Mortgage Finance Authority,BANKING & FINANCE,,"
"New Mexico Mortgage Finance Authority,New Mexico Mortgage Lenders Association,BANKING & FINANCE,,"
"New Mexico Mortgage Lenders Association,New Mexico Movers & Warehousemen's Assoc. ,LABOR & WORKFORCE,,"
"New Mexico Movers & Warehousemen's Assoc. ,New Mexico Municipal League,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"New Mexico Municipal League,New Mexico Museum Of Natural History Foundation ,ARTS & CULTURE,,"
"New Mexico Museum Of Natural History Foundation ,New Mexico Mutual Casualty Co.,INSURANCE,,"
"New Mexico Mutual Casualty Co.,New Mexico Naprapathic Association,HEALTHCARE,,"
"New Mexico Naprapathic Association,New Mexico National Guard Association,MILITARY  & VETERANS,,"
"New Mexico National Guard Association,National Organization for Women,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"New Mexico Now,New Mexico Nurses Association,HEALTHCARE,,"
"New Mexico Nurses Association,New Mexico Occupational Therapy,HEALTHCARE,,"
"New Mexico Occupational Therapy,New Mexico Oil & Gas Association (NMOGA),""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"New Mexico Oil & Gas Association,New Mexico Oil & Gas Association (NMOGA),""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"New Mexico Oil & Gas Association (NMOGA),New Mexico Onsite Wastewater Association,WASTE MANAGEMENT,,"
"New Mexico Onsite Wastewater Association,New Mexico Optics Industry Association,LABOR & WORKFORCE,,"
"New Mexico Optics Industry Association,New Mexico Optometric Association,HEALTHCARE,,"
"New Mexico Optometric Association,New Mexico Orthopaedic Society,HEALTHCARE,,"
"New Mexico Orthopaedic Society,New Mexico Osteopathic Medical Association,HEALTHCARE,,"
