First Name,Last Name,Description,IsContribution,Amount,Date Contribution,Contribution/Expenditure On Behalf Of,Name of Candidate/Public Official/Ballot Issue,Expenditure Purpose,Beneficiary,Filing Period,Date Added
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Don L. Trip Jr,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:29
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Campaign to Elect VIckie Perea,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:28
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Cathrynn N. Brown,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:27
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Jason Harper,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:26
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Nora Lee Espinoza,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:25
Leland,Gould,Candidate,2,500,8/6/2014,NULL,Committe to Elect Tim Lewis,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:24
Leland,Gould,Candidate,2,500,8/6/2014,NULL,James E. Smith,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:23
Leland,Gould,Candidate,2,2500,5/28/2014,NULL,Republican Leadership PAC,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:22
Leland,Gould,Candidate,2,500,5/28/2014,NULL,Committee to Elect Kelly Fajardo,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:21
Leland,Gould,Candidate,2,1000,5/28/2014,NULL,Karen Bayless for NM House,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:20
Leland,Gould,Candidate,2,500,5/28/2014,NULL,People for Paul Pacheco,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:19
Leland,Gould,Candidate,2,1500,5/28/2014,NULL,Ken Martinez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/9/2014 11:17
Kent,Cravens,Candidate,2,500,11/20/2014,NULL,Don Tripp,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:18
Kent,Cravens,Candidate,2,500,11/8/2014,NULL,Nate Gentry,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:17
Kent,Cravens,Candidate,2,200,11/2/2014,NULL,John Sapien,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:17
Kent,Cravens,Candidate,2,500,10/16/2014,NULL,Susana Martinez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:16
Kent,Cravens,Candidate,2,250,10/1/2014,NULL,Michael S. Sanchez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:15
Kent,Cravens,Candidate,2,1000,8/18/2014,NULL,Susana Martinez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",12/5/2014 12:15
Kent,Cravens,Meal and Beverage Expenses,1,60.99,11/13/2014,NULL,Papadeaux,Discuss Interim Committee Work,Rep. Sandra Jeff,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:31
Kent,Cravens,Meal and Beverage Expenses,1,60.99,11/13/2014,NULL,Papadeaux,Discuss Interim Committee Work,"Robert Medina, Atty. Zia Pueblo","January 15, 2015 Lobbyist Filing ",12/5/2014 10:31
Kent,Cravens,Meal and Beverage Expenses,1,60.99,11/13/2014,NULL,Papadeaux,Discuss Interim Committee Work,"Lt. Governor Eric Ruiz, Zia Pueblo","January 15, 2015 Lobbyist Filing ",12/5/2014 10:30
Kent,Cravens,Meal and Beverage Expenses,1,60.99,11/13/2014,NULL,Papadeaux,Discuss Interim Committee Work,"Gov. David Pino, Zia Pueblo","January 15, 2015 Lobbyist Filing ",12/5/2014 10:30
Kent,Cravens,Meal and Beverage Expenses,1,22.61,11/21/2014,NULL,Rio Chama Restaurant,Discuss Interim Committee Work,Sen. Cliff Pirtle,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:27
Kent,Cravens,Meal and Beverage Expenses,1,22.61,11/21/2014,NULL,Rio Chama Restaurant,Discuss Interim Committee Work,Rep. Sandra Jeff,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:26
Kent,Cravens,Meal and Beverage Expenses,1,21.9,11/21/2014,NULL,Bull Ring Santa Fe,Discuss Interim Committee Work,Sen. Sue Wilson Beffort,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:25
Kent,Cravens,Meal and Beverage Expenses,1,21.9,11/21/2014,NULL,Bull Ring Santa Fe,Discuss Interim Committee Work,Sen. Stuart Ingle,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:25
Kent,Cravens,Meal and Beverage Expenses,1,41.77,11/14/2014,NULL,Jinja Bistro,Discuss Interim Committee Work,Rep Bill Rehm,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:24
Kent,Cravens,Meal and Beverage Expenses,1,4.7,11/16/2014,NULL,Flying Star,Discuss Interim Committee Work,Rep Sandra Jeff,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:23
Kent,Cravens,Meal and Beverage Expenses,1,10.33,11/12/2014,NULL,Luckys Lounge,Discuss Interim Committee Work,Sen Mark Moores,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:10
Kent,Cravens,Meal and Beverage Expenses,1,21.49,11/5/2014,NULL,Jinja Bistro,Discuss Interim Committee Work,Sen. Mark Moores,"January 15, 2015 Lobbyist Filing ",12/5/2014 10:09
Vincente,Vargas ,Meal and Beverage Expenses,1,164.94,7/15/2014,NULL,KB Dillons,Meeting to discuss teacher evaluations and ostepathic medicine,"Senator Abeyta, Senator J. Sapien, 2 guest, 1 NMSU personnel","January 15, 2015 Lobbyist Filing ",12/4/2014 16:38
Vincente,Vargas ,Meal and Beverage Expenses,1,85.96,7/3/2014,NULL,Adieux Cafe,Meeting to discuss NMSU' capital outlay and public television,"Senator Abeyta, Senator John Sapien, 1 NMSU personnel, 1 guest","January 15, 2015 Lobbyist Filing ",12/4/2014 16:37
Vincente,Vargas ,Meal and Beverage Expenses,1,618.94,12/3/2014,NULL,Total expenditures under $75.00,Meetings,"Total expenditures under $75.00 (April 25 - Dec. 31, 2014)","January 15, 2015 Lobbyist Filing ",12/4/2014
Ricardo,Rel,Meal and Beverage Expenses,1,505.34,12/22/2014,NULL,Total expenditures under $75.00,"total expenditures under $75.00 (April 25 - Dec. 31, 2014)",,"January 15, 2015 Lobbyist Filing ",12/4/2014
Steve,Kopelman,Meal and Beverage Expenses,1,24.56,9/12/2014,NULL,La Fonda,To discuss pending legislation,Representative Brian Egolf,"January 15, 2015 Lobbyist Filing ",11/4/2014 8:57
Steve,Kopelman,Meal and Beverage Expenses,1,15.21,9/12/2014,NULL,Tia Sophia's,To discuss pending legislation,Representative Jim Trujillo,"January 15, 2015 Lobbyist Filing ",11/4/2014 8:56
Susan,Loubet,Candidate,2,100,10/1/2014,NULL,Elizabeth Thomson,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/27/2014 11:10
Susan,Loubet,Candidate,2,50,6/19/2014,NULL,Elizabeth Thomson,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/27/2014 11:05
Susan,Loubet,Candidate,2,100,10/17/2014,NULL,Tim Keller,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/27/2014 10:51
Susan,Loubet,Candidate,2,100,10/1/2014,NULL,Christine Trujillo,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/27/2014 10:50
Robert ,Donaldson,Candidate,2,500,5/8/2014,NULL,William Sharer Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:36
Robert ,Donaldson,Candidate,2,350,5/8/2014,NULL,William Payne Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:36
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Wanda Johnson Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:35
Robert ,Donaldson,Candidate,2,500,10/3/2014,NULL,Susan Riedel Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:31
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Sharon Clahchischilliage Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:31
Robert ,Donaldson,Candidate,2,250,5/8/2014,NULL,Ron Griggs Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:30
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Rod Montoya Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:30
Robert ,Donaldson,Candidate,2,250,5/8/2014,NULL,Rick Little Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:30
Robert ,Donaldson,Candidate,2,350,5/8/2014,NULL,Richard Martinez Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:29
Robert ,Donaldson,Candidate,2,2500,5/8/2014,NULL,Republican Leadership Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:29
Robert ,Donaldson,Candidate,2,250,5/8/2014,NULL,Randal Crowder Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:29
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Randal Crowder Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:28
Robert ,Donaldson,Candidate,2,1000,5/8/2014,NULL,Phil Griego Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:28
Robert ,Donaldson,Candidate,2,500,10/3/2014,NULL,Phil Griego Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:27
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Paul Pacheco Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:27
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Patricia Lundstrom Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:27
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Pat Ruiloba Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:26
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Miguel Garcia Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:26
Robert ,Donaldson,Candidate,2,500,10/3/2014,NULL,Michael Padilla Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:26
Robert ,Donaldson,Candidate,2,2700,10/3/2014,NULL,Susana Martinez for Governor,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:24
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,"Luciano ""Lucky"" Varela Campaign Fund",NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:22
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Larry Scott Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:22
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Larry Scott Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:21
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Kelly Fajardo Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:21
Robert ,Donaldson,Candidate,2,250,5/8/2014,NULL,Karen Bayless Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:21
Robert ,Donaldson,Candidate,2,500,5/8/2014,NULL,John C. Ryan Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:20
Robert ,Donaldson,Candidate,2,500,5/8/2014,NULL,John Arthur Smith Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:20
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Jim Smith Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:19
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Javier Martinez Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:18
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Jason Harper Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:09
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Jason Harper Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:08
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,James Townsend Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:08
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,James Strickler Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:08
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Georgene Louis Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:07
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Geoff Rodgers Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:07
Robert ,Donaldson,Candidate,2,350,5/8/2014,NULL,Doreen Gallegos Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:07
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Dona Irwin Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:06
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Don Tripp Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:06
Robert ,Donaldson,Candidate,2,500,5/8/2014,NULL,Debbie Rodella Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:06
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Committee to Elect Yvette Herrell,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:05
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Committee to Elect William Rehm,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:05
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Committee to Elect Tim Lewis,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:04
Robert ,Donaldson,Candidate,2,350,5/8/2014,NULL,Committee to Elect Steven Neville,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:04
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Committee to Elect Rudy Martinez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:03
Robert ,Donaldson,Candidate,2,500,5/8/2014,NULL,Committee to Elect Nate Gentry,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:03
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Committee to Elect Dennis Roch,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:03
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Committee to Elect Zachary Cook,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:02
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Committee to Elect Conrad James ,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:02
Robert ,Donaldson,Candidate,2,350,5/8/2014,NULL,Committee to Elect Alonzo Baldonado,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:01
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Committee to Elect Alonzo Baldonado,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:01
Robert ,Donaldson,Candidate,2,300,5/8/2014,NULL,Christine Trujillo Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 13:00
Robert ,Donaldson,Candidate,2,250,5/8/2014,NULL,Carl Trujillo Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:59
Robert ,Donaldson,Candidate,2,250,10/3/2014,NULL,Carl Trujillo Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:59
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Brian Egolf Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:59
Robert ,Donaldson,Candidate,2,400,5/8/2014,NULL,Bob Wooley Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:58
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Bill Gomez Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:58
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,Andres Romero Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014 12:57
Robert ,Donaldson,Candidate,2,350,10/3/2014,NULL,David Adkins Committee,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014
Robert ,Donaldson,Candidate,2,1750,5/8/2014,NULL,W. Ken Martinez Campaign Fund,NULL,NULL,"January 15, 2015 Lobbyist Filing ",10/7/2014
Tasia ,Young,Meal and Beverage Expenses,1,350,9/11/2014,NULL,Elephant Butte Inn,To discuss pending legislation,Legislative Health & Human Services Committee,"January 15, 2015 Lobbyist Filing ",9/12/2014 13:19
Joshua ,Phair,Candidate,2,5200,6/4/2014,NULL,Susana Martinez,NULL,NULL,"January 15, 2015 Lobbyist Filing ",9/2/2014 13:00
David ,Kimble,Candidate,2,150,7/19/2014,NULL,Dianna Duran ,NULL,NULL,"January 15, 2015 Lobbyist Filing ",8/25/2014
Richard ,Minzner,Candidate,2,150,4/28/2014,NULL,Mark Armijo,NULL,NULL,"January 15, 2015 Lobbyist Filing ",8/22/2014 14:28
Steve,Kopelman,Meal and Beverage Expenses,1,60,6/19/2014,NULL,Palmas (Deming),to participate in NMAC Annual Conference meetings,"Senators John Arthur Smith,Howie Morales; Representative Dona Irwin,Yvette Herrell","January 15, 2015 Lobbyist Filing ",8/21/2014 9:27
Steve,Kopelman,Meal and Beverage Expenses,1,19.23,5/30/2014,NULL,Paison Latin Fusion,To discuss pending legislation,Senator Jerry Ortiz y Pino,"January 15, 2015 Lobbyist Filing ",8/21/2014 9:14
Steve,Kopelman,Meal and Beverage Expenses,1,23.14,5/27/2014,NULL,Rio Chama,To discuss pending legislation,Representative Lucky Varela,"January 15, 2015 Lobbyist Filing ",8/21/2014 9:07
Steve,Kopelman,Meal and Beverage Expenses,1,13.75,5/20/2014,NULL,Tia Sophias,To discuss pending legislation,Representative Jim Trujillo,"January 15, 2015 Lobbyist Filing ",8/21/2014
James,O'Neill,Political Contribution,2,250,4/16/2014,NULL,Maggie Toulouse Oliver,NULL,NULL,2014 May Lobbyist Filing ,6/3/2014 14:32
David ,Kimble,Meal and Beverage Expenses,1,775,3/1/2014,NULL,various ,discussing  legislation ,aggregate ,2014 May Lobbyist Filing ,5/15/2014 15:34
Linda ,Sechovec ,Political Contribution,2,100,4/4/2014,NULL,Tim Keller,NULL,NULL,2014 May Lobbyist Filing ,5/12/2014 11:02
Linda ,Sechovec ,Political Contribution,2,500,12/3/2013,NULL,Governor Martinez ,NULL,NULL,2014 May Lobbyist Filing ,5/12/2014 11:02
Linda ,Sechovec ,Political Contribution,2,250,3/20/2014,NULL,Gary King ,NULL,NULL,2014 May Lobbyist Filing ,5/12/2014 11:01
John ,Daniel,Candidate,2,125,4/4/2014,NULL,Vidalia Chavez,NULL,NULL,2014 May Lobbyist Filing ,5/8/2014 11:55
John,Badal,Candidate,2,500,4/15/2014,NULL,Gary King,NULL,NULL,2014 May Lobbyist Filing ,5/5/2014 11:32
William,Smith,Meal and Beverage Expenses,1,500,2/13/2014,NULL,NMFLB,Round House Feed,Capital-Round House Feed,2014 May Lobbyist Filing ,5/5/2014 10:40
William,Smith,Meal and Beverage Expenses,1,63.17,2/17/2014,NULL,NMFLB,Dinner,House Judiciary,2014 May Lobbyist Filing ,5/5/2014 10:38
William,Smith,Meal and Beverage Expenses,1,184.51,2/13/2014,NULL,NMFLB,Dinner,House Ag Committee,2014 May Lobbyist Filing ,5/5/2014 10:38
Gail,Evans,Candidate,2,100,2/21/2014,NULL,Alan Weber,NULL,NULL,2014 May Lobbyist Filing ,5/5/2014 8:53
Charles,Ferrell,Meal and Beverage Expenses,1,188.71,1/27/2014,NULL,The Bull Ring,SFC Committee Members,Senate Finance Committee,2014 May Lobbyist Filing ,5/5/2014
Sam,Ray ,Political Contribution,2,100,4/23/2014,NULL,Rep. J. roger Madalena,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 22:27
Sam,Ray ,Political Contribution,2,250,3/21/2014,NULL,Rep. Mary Helen Garcia,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 22:26
Ricardo ,Gonzales,Meal and Beverage Expenses,1,415.84,3/30/2014,NULL,Various Legislators,NM EMNR Department Post Session Recap,Embassy Suites,2014 May Lobbyist Filing ,5/4/2014 20:24
Ricardo ,Gonzales,Meal and Beverage Expenses,1,10.59,3/31/2014,NULL,Delicias Del Mar,Discuss Minimum Wage Debate,Miguel Silva,2014 May Lobbyist Filing ,5/4/2014 20:18
Ricardo ,Gonzales,Meal and Beverage Expenses,1,14.55,3/26/2014,NULL,Cafe a Go Go,Discuss Franchise Agreement,Leil Leventino,2014 May Lobbyist Filing ,5/4/2014 20:17
Ricardo ,Gonzales,Meal and Beverage Expenses,1,17.32,3/25/2014,NULL,Double Eagle,Discuss EDR Bill,Clemente Sanchez,2014 May Lobbyist Filing ,5/4/2014 20:15
Ricardo ,Gonzales,Meal and Beverage Expenses,1,14.05,3/19/2014,NULL,Zeffiro Pizza,Workforce Dev. Program,Steve Sanchez,2014 May Lobbyist Filing ,5/4/2014 20:14
Ricardo ,Gonzales,Meal and Beverage Expenses,1,14.05,3/19/2014,NULL,Zeffiro Pizza,Workforce Dev. Program,Stan Rounds,2014 May Lobbyist Filing ,5/4/2014 20:13
Ricardo ,Gonzales,Meal and Beverage Expenses,1,13.08,3/12/2014,NULL,Chilitos,Discuss Minimum Wage Policy,Miguel Silva,2014 May Lobbyist Filing ,5/4/2014 20:12
Ricardo ,Gonzales,Meal and Beverage Expenses,1,10.09,3/5/2014,NULL,Main Street Bistro & Ale,Discuss Franchise Agreemrnt,Gil Sorg,2014 May Lobbyist Filing ,5/4/2014 20:11
Ricardo ,Gonzales,Meal and Beverage Expenses,1,12.41,2/16/2014,NULL,Del Charro,Discussion of Judiciary Committee Vote ,Brent Michaels,2014 May Lobbyist Filing ,5/4/2014 20:01
Ricardo ,Gonzales,Meal and Beverage Expenses,1,386.69,2/14/2014,NULL,The Bull Ring,Committee Dinner,Senate Corporation & Transportation Committee,2014 May Lobbyist Filing ,5/4/2014 19:59
Ricardo ,Gonzales,Meal and Beverage Expenses,1,15.48,2/13/2014,NULL,Tia Sophia's,Discussion of Economic Dev. Rate Bill,Richard Martinez,2014 May Lobbyist Filing ,5/4/2014 19:58
Ricardo ,Gonzales,Meal and Beverage Expenses,1,15.36,2/11/2014,NULL,St. Francis Hotel Lounge,Discussion of Budget Issues & Affect on Dona Ana County,Sisto Abeyta,2014 May Lobbyist Filing ,5/4/2014 19:57
Ricardo ,Gonzales,Entertainment Expenses,1,34.23,2/7/2014,NULL,The Bull Ring,Discussion of Economic Dev. and Rate & Budget Issues affecting Dona Ana County,John Arthur Smith,2014 May Lobbyist Filing ,5/4/2014 19:53
Ricardo ,Gonzales,Meal and Beverage Expenses,1,34.23,2/7/2014,NULL,The Bull Ring,Discussion of Economic Dev. and Rate & Budget Issues affecting Dona Ana County,Kiki Saavedra,2014 May Lobbyist Filing ,5/4/2014 19:53
Ricardo ,Gonzales,Meal and Beverage Expenses,1,17.36,2/5/2014,NULL,The Palace Restaurant,Dicuss Economic Development Rate Bill,Sandra Jeff,2014 May Lobbyist Filing ,5/4/2014 19:50
Ricardo ,Gonzales,Meal and Beverage Expenses,1,17.36,2/5/2014,NULL,The Palace Restaurant,Dicuss Economic Development Rate Bill,John Sapien,2014 May Lobbyist Filing ,5/4/2014 19:49
Ricardo ,Gonzales,Entertainment Expenses,1,80.13,2/2/2014,NULL,The Bull Ring,Discuss Las Crucess Issues for Las Cruces Day,Kiki Saavedra,2014 May Lobbyist Filing ,5/4/2014 19:46
Ricardo ,Gonzales,Meal and Beverage Expenses,1,242.45,1/28/2014,NULL,Joseph's,Committee Dinner,Voters & Electicons Committee,2014 May Lobbyist Filing ,5/4/2014 19:44
Ricardo ,Gonzales,Meal and Beverage Expenses,1,39.12,1/21/2014,NULL,The Bull Ring,Discuss Utility Issues for 2014 Legislative Session,Richard Martinez,2014 May Lobbyist Filing ,5/4/2014 19:41
Ricardo ,Gonzales,Meal and Beverage Expenses,1,12.18,1/18/2014,NULL,Plaza Cafe,Discuss new rules and they affect legislation,Ralph Gonzales,2014 May Lobbyist Filing ,5/4/2014 19:39
Ricardo ,Gonzales,Meal and Beverage Expenses,1,12.18,1/18/2014,NULL,Plaza Cafe,Discuss new rules and they affect legislation,Eddie Holguin,2014 May Lobbyist Filing ,5/4/2014 19:39
Ricardo ,Gonzales,Meal and Beverage Expenses,1,12.18,1/18/2014,NULL,Plaza Cafe,Discuss new rules and they affect legislation,Tommy Siez,2014 May Lobbyist Filing ,5/4/2014 19:38
Ricardo ,Gonzales,Meal and Beverage Expenses,1,45.75,1/18/2014,NULL,The Bull Ring,Discuss policy changes for 2014 Legislative Session,Richard Martinez,2014 May Lobbyist Filing ,5/4/2014 19:35
Ricardo ,Gonzales,Meal and Beverage Expenses,1,45.75,1/18/2014,NULL,The Bull Ring,Discuss policy changes for 2014 Legislative Session,George Munoz,2014 May Lobbyist Filing ,5/4/2014 19:35
Ricardo ,Gonzales,Meal and Beverage Expenses,1,45.75,1/18/2014,NULL,The Bull Ring,Discuss policy changes for 2014 Legislative Session,John A. Smith,2014 May Lobbyist Filing ,5/4/2014 19:34
Matejka ,Santillanes,Political Contribution,2,100,4/23/2014,NULL,Rep. Rodger Madalena,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 11:29
Matejka ,Santillanes,Political Contribution,2,500,3/28/2014,NULL,Senator Howie Morales,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 11:26
Matejka ,Santillanes,Political Contribution,2,5000,3/24/2014,NULL,Hector Baldares,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 11:25
Matejka ,Santillanes,Political Contribution,2,150,3/21/2014,NULL,Rep. Mary Helen Garcia,NULL,NULL,2014 May Lobbyist Filing ,5/4/2014 11:24
Joseph (Jay),Santillanes,Entertainment Expenses,1,411.48,2/13/2014,NULL,The Palace Restaurant & Saloon,Dinner,"Various McKinley County Legislators, Spouses, Staff & Guests",2014 May Lobbyist Filing ,5/4/2014 11:17
Charles,Ferrell,Meal and Beverage Expenses,1,219.97,1/27/2014,NULL,The Bull Ring,Dinner Meeting,House and Finance Appropriations Committee,2014 May Lobbyist Filing ,5/4/2014
Charles,Ferrell,Meal and Beverage Expenses,1,258.27,2/10/2014,NULL,The Bull Ring,Appreciation Dinner,Rep. Kiki Savedra,2014 May Lobbyist Filing ,5/4/2014
Charles,Ferrell,Meal and Beverage Expenses,1,313.81,2/18/2014,NULL,Vanessie's Resturant,Discuss pending Legislation,Various Legislators,2014 May Lobbyist Filing ,5/4/2014
Charles,Ferrell,Meal and Beverage Expenses,1,500,1/28/2014,NULL,Santa Fe Hilton,Legislative Reception,Republican Party,2014 May Lobbyist Filing ,5/4/2014
